Raw_Title,Raw_Price,Raw_Mileage,Raw_Metadata,Colour,Condition,Engine/Motor Capacity,Fuel Type,Manufacturer,Mileage,Model,Model Year,Power,Register Year,Transmission,Vehicle Type
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Micro Panda 2013,"Rs: 2,550,000",,2026-02-07 | Horana Find Out More,black,Used,1000,Petrol,Micro,0,Panda,2013,1000,2013,Manual,Car(Hatchback)
Toyota Aqua 2023,"Rs: 15,000,000",km Find,"2026-02-07 | Balapitiya 20,000",gray,Reconditioned,1500,Hybrid,Toyota,20000,Aqua,2023,1500,2023,Automatic,Car(Hatchback)
Suzuki Alto 2001,"Rs: 2,700,000",,2026-02-07 | Kurunegala Find Out More,red,Used,800,Petrol,Suzuki,0,Alto,2001,800,2004,Manual,Car(Hatchback)
Nissan Sunny 1994,"Rs: 3,300,000",km Find,"2026-02-07 | Kurunegala 1,200",gray,Used,1500,Petrol,Nissan,1200,Sunny,1994,1500,1996,Manual,Car(Saloon)
Mitsubishi Lancer 2008,"Rs: 5,990,000",km Find,"2026-02-07 | Ambalangoda 91,000",silver,Used,1300,Petrol,Mitsubishi,91000,Lancer,2008,1300,2009,Manual,Car(Sedan)
Micro Panda 2012,"Rs: 2,800,000",km Find,"2026-02-06 | Kolonnawa 150,000",red,Used,1300,Petrol,Micro,150000,Panda,2012,1300,2012,Manual,Car(Hatchback)
Suzuki Maruti 2000,"Rs: 1,650,000",km Find,"2026-02-06 | Elpitiya 28,500",maroon,Used,800,Petrol,Suzuki,28500,Maruti,2000,800,2001,Manual,Car(Hatchback)
Suzuki Alto 2015,"Rs: 3,750,000",km Find,"2026-02-06 | Ekala 78,625",black,Used,800,Petrol,Suzuki,78625,Alto,2015,800,2015,Manual,Car(Sedan)
Suzuki Wagon R 2003,"Rs: 2,850,000",km Find,"2026-02-06 | Athurugiriya 129,000",silver,Used,1100,Petrol,Suzuki,129000,Wagon R,2003,1100,2003,Manual,Car(Hatchback)
Suzuki Wagon R 2025,"Rs: 8,800,000",,2026-02-06 | Polonnaruwa Find Out More,white,Brand New,650,Hybrid,Suzuki,0,Wagon R,2025,650,Ref:,Automatic,Car(Hatchback)
Nissan Sunny 2002,"Rs: 4,500,000",,2026-02-06 | Bibile Find Out More,other,Reconditioned,1500,Diesel,Nissan,0,Sunny,2002,1500,2005,Automatic,Car(Saloon)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Toyota Vitz 2007,"Rs: 5,250,000",km Find,"2026-02-06 | Panadura 120,000",silver,Reconditioned,1000,Petrol,Toyota,120000,Vitz,2007,1000,2011,Automatic,Car(Hatchback)
Honda City 2001,"Rs: 3,877,000",km Find,"2026-02-06 | Alutgama 137,000",gray,Used,1500,Petrol,Honda,137000,City,2001,1500,2007,Automatic,Car(Saloon)
Daihatsu Taft 2024,"Rs: 7,600,000",,2026-02-06 | Wattala Find Out More,green,Brand New,660,Petrol,Daihatsu,0,Taft,2024,660,Ref:,Automatic,Car(Hatchback)
Toyota Axio 2007,"Rs: 7,250,000",,2026-02-06 | Nikaweratiya Find Out More,gray,Used,1200,Petrol,Toyota,0,Axio,2007,1200,2010,Automatic,Car(Hatchback)
Micro MX7 2012,"Rs: 3,475,000",km Find,"2026-02-06 | Piliyandala 68,700",gray,Used,1500,Petrol,Micro,68700,MX7,2012,1500,2012,Manual,Car(Sedan)
Suzuki Alto 2011,"Rs: 3,000,000",km Find,"2026-02-06 | Avissawella 131,000",maroon,Used,800,Petrol,Suzuki,131000,Alto,2011,800,2011,Manual,Car(Sedan)
Toyota Yaris 2024,"Rs: 9,600,000",,2026-02-06 | Kaduwela Find Out More,white,Brand New,1000,Petrol,Toyota,0,Yaris,2024,1000,Ref:,Automatic,Car(Hatchback)
Nissan March 2000,"Rs: 2,850,000",km Find,"2026-02-06 | Ratmalana 160,000",blue,Used,1000,Petrol,Nissan,160000,March,2000,1000,2000,Automatic,Car(Station wagon)
Daihatsu Move 2016,"Rs: 5,995,000",km Find,"2026-02-06 | Gampaha 78,000",gray,Used,658,Petrol,Daihatsu,78000,Move,2016,658,2017,Automatic,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Mercedes Benz C200 2025,"Rs: 48,900,000",,2026-02-06 | Maradana (Colombo 10) Find Out More,black,Brand New,1500,Hybrid,Mercedes Benz,0,C200,2025,1500,Ref:,Automatic,Car(Saloon)
Nissan Dayz 2024,"Rs: 7,150,000",km Find,"2026-02-06 | Kottawa 6,600",other,Brand New,660,Petrol,Nissan,6600,Dayz,2024,660,Ref:,Automatic,Car(Hatchback)
Mitsubishi eK 2023,"Rs: 7,995,000",km Find,"2026-02-06 | Rajagiriya 100,000",gray,Brand New,660,Hybrid,Mitsubishi,100000,eK,2023,660,Ref:,Automatic,Car(Hatchback)
Toyota Belta 2007,"Rs: 5,975,000",km Find,"2026-02-06 | Wellampitiya 150,000",white,Used,990,Petrol,Toyota,150000,Belta,2007,990,2010,Automatic,Car(Liftback)
Toyota Passo 2023,"Rs: 8,100,000",km Find,"2026-02-06 | Kottawa 6,600",other,Brand New,660,Petrol,Toyota,6600,Passo,2023,660,Ref:,Automatic,Car(Hatchback)
Toyota Allion 2010,"Rs: 9,300,000",km Find,"2026-02-06 | Athurugiriya 195,000",other,Used,1460,Petrol,Toyota,195000,Allion,2010,1460,2010,Automatic,Car(Saloon)
Toyota Corolla 2008,"Rs: 7,150,000",km Find,"2026-02-06 | Maharagama 30,000",other,Used,1498,Petrol,Toyota,30000,Corolla,2008,1498,2008,Automatic,Car(Hatchback)
Mitsubishi eK 2024,"Rs: 7,050,000",km Find,"2026-02-06 | Kottawa 1,000",white,Brand New,660,Petrol,Mitsubishi,1000,eK,2024,660,Ref:,Automatic,Car(Hatchback)
Mitsubishi eK 2023,"Rs: 6,975,000",km Find,"2026-02-06 | Kottawa 6,600",black,Brand New,660,Petrol,Mitsubishi,6600,eK,2023,660,Ref:,Automatic,Car(Hatchback)
Toyota Vitz 2016,"Rs: 6,900,000",km Find,"2026-02-06 | Polonnaruwa 135,000",black,Used,990,Petrol,Toyota,135000,Vitz,2016,990,2019,Automatic,Car(Liftback)
Suzuki Swift 2017,"Rs: 7,650,000",km Find,"2026-02-06 | Panadura 125,000",red,Used,1000,Petrol,Suzuki,125000,Swift,2017,1000,2018,Automatic,Car(Liftback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Suzuki Swift 2010,"Rs: 5,990,000",km Find,"2026-02-06 | Maharagama 24,000",gray,Used,1242,Petrol,Suzuki,24000,Swift,2010,1242,2010,Automatic,Car(Hatchback)
Tata Indica 2015,"Rs: 2,800,000",km Find,"2026-02-06 | Matale 120,000",maroon,Used,1200,Petrol,Tata,120000,Indica,2015,1200,2015,Manual,Car(Hatchback)
Suzuki Alto 2015,"Rs: 3,900,000",km Find,"2026-02-06 | Maharagama 96,000",red,Used,800,Petrol,Suzuki,96000,Alto,2015,800,2015,Manual,Car(Liftback)
Suzuki Alto 2015,"Rs: 3,500,000",km Find,"2026-02-06 | Godakawela 103,000",black,Used,796,Petrol,Suzuki,103000,Alto,2015,796,2015,Manual,Car(Hatchback)
Toyota Axio 2012,"Rs: 8,100,000",km Find,"2026-02-06 | Nugegoda 161,000",silver,Used,1490,Petrol,Toyota,161000,Axio,2012,1490,2013,Automatic,Car(Sedan)
Mitsubishi Lancer 1993,"Rs: 2,850,000",km Find,"2026-02-06 | Kuruwita 200,000",red,Used,1500,Petrol,Mitsubishi,200000,Lancer,1993,1500,1993,Manual,Car(Sedan)
Honda Shuttle 2018,"Rs: 12,600,000",km Find,"2026-02-06 | Yakkala 95,000",black,Used,1500,Hybrid,Honda,95000,Shuttle,2018,1500,2020,Automatic,Car(Hatchback)
Suzuki Spacia 2016,"Rs: 6,385,000",km Find,"2026-02-06 | Dehiwala 131,000",purple,Used,660,Petrol,Suzuki,131000,Spacia,2016,660,2018,Automatic,Car(Hatchback)
Suzuki Wagon R 2025,"Rs: 7,650,000",km Find,"2026-02-06 | Yakkala 2,700",silver,Reconditioned,650,Petrol,Suzuki,2700,Wagon R,2025,650,2026,Automatic,Car(Hatchback)
Suzuki Wagon R 2018,"Rs: 6,790,000",km Find,"2026-02-06 | Yakkala 68,000",white,Used,650,Hybrid,Suzuki,68000,Wagon R,2018,650,2018,Automatic,Car(Hatchback)
Toyota Allion 2010,"Rs: 8,900,000",km Find,"2026-02-06 | Panadura 121,000",maroon,Used,1500,Petrol,Toyota,121000,Allion,2010,1500,2012,Automatic,Car(Saloon)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Toyota Vitz 2017,"Rs: 7,500,000",km Find,"2026-02-05 | Marawila 42,000",white,Used,1000,Petrol,Toyota,42000,Vitz,2017,1000,2018,Automatic,Car(Hatchback)
Honda N BOX 2023,"Rs: 8,900,000",,2026-02-05 | Kandy Find Out More,white,Brand New,658,Petrol,Honda,0,N BOX,2023,658,Ref:,Automatic,Car(Hatchback)
Toyota Premio 2005,"Rs: 7,600,000",,2026-02-05 | Kandy Find Out More,blue,Used,1496,Petrol,Toyota,0,Premio,2005,1496,2007,Automatic,Car(Sedan)
Nissan Roox 2016,"Rs: 6,800,000",,2026-02-05 | Kandy Find Out More,white,Used,659,Petrol,Nissan,0,Roox,2016,659,2020,Automatic,Car(Hatchback)
Toyota Vitz 2007,"Rs: 5,800,000",km Find,"2026-02-05 | Badulla 163,000",silver,Used,1300,Petrol,Toyota,163000,Vitz,2007,1300,2011,Automatic,Car(Station wagon)
Suzuki Alto 2015,"Rs: 3,400,000",km Find,"2026-02-05 | Galle 224,000",red,Used,800,Petrol,Suzuki,224000,Alto,2015,800,2015,Manual,Car(Liftback)
Toyota Roomy 2023,"Rs: 10,500,000",km Find,"2026-02-05 | Negombo 18,000",blue,Brand New,1000,Petrol,Toyota,18000,Roomy,2023,1000,Ref:,Automatic,Car(Hatchback)
Toyota Allion 2010,"Rs: 8,900,000",km Find,"2026-02-05 | Akarawita 150,000",maroon,Used,1490,Petrol,Toyota,150000,Allion,2010,1490,2010,Automatic,Car(Saloon)
Toyota Yaris Ativ 2025,"Rs: 18,500,000",,2026-02-05 | Kohuwala Find Out More,white,Brand New,1500,Hybrid,Toyota,0,Yaris Ativ,2025,1500,Ref:,Automatic,Car(Sedan)
Mercedes Benz S Class 2014,"Rs: 37,500,000",km Find,"2026-02-05 | Kohuwala 90,000",white,Used,3000,Petrol,Mercedes Benz,90000,S Class,2014,3000,2014,Automatic,Car(Sedan)
Nissan Almera 2025,"Rs: 13,350,000",,2026-02-05 | Kohuwala Find Out More,red,Brand New,1000,Petrol,Nissan,0,Almera,2025,1000,Ref:,Automatic,Car(Sedan)
Nissan Almera 2025,"Rs: 13,400,000",,2026-02-05 | Kohuwala Find Out More,white,Brand New,1000,Petrol,Nissan,0,Almera,2025,1000,Ref:,Automatic,Car(Saloon)
Mitsubishi Lancer 1972,"Rs: 390,000",km Find,"2026-02-05 | Negombo 100,000",red,Used,1400,Petrol,Mitsubishi,100000,Lancer,1972,1400,1972,Manual,Car(Saloon)
Mercedes Benz E Class 2015,"Rs: 17,500,000",km Find,"2026-02-05 | Kohuwala 70,000",black,Used,2000,Diesel,Mercedes Benz,70000,E Class,2015,2000,2015,Automatic,Car(Sedan)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Nissan March 2002,"Rs: 2,950,000",km Find,"2026-02-05 | Ragama 149,000",red,Used,1000,Petrol,Nissan,149000,March,2002,1000,2005,Automatic,Car(Liftback)
Toyota Corolla 1997,"Rs: 3,500,000",,2026-02-05 | Piliyandala Find Out More,white,Reconditioned,2000,Diesel,Toyota,0,Corolla,1997,2000,2000,Automatic,Car(Saloon)
Nissan FB 15 2002,"Rs: 4,800,000",km Find,"2026-02-05 | Anuradhapura 154,000",silver,Used,1500,Petrol,Nissan,154000,FB 15,2002,1500,2002,Automatic,Car(Saloon)
Toyota Corona 1995,"Rs: 2,550,000",km Find,"2026-02-05 | Anuradhapura 120,000",navy,Used,1650,Petrol,Toyota,120000,Corona,1995,1650,1995,Manual,Car(Hatchback)
Perodua Elite 2011,"Rs: 4,400,000",km Find,"2026-02-05 | Dompe 167,320",green,Used,1000,Petrol,Perodua,167320,Elite,2011,1000,2012,Automatic,Car(Hatchback)
Suzuki Alto 2010,"Rs: 2,800,000",km Find,"2026-02-05 | Galle 126,000",black,Used,800,Petrol,Suzuki,126000,Alto,2010,800,2011,Manual,Car(Hatchback)
Nissan Tiida 2007,"Rs: 5,490,000",km Find,"2026-02-05 | Ja-Ela 240,000",white,Used,1500,Petrol,Nissan,240000,Tiida,2007,1500,2011,Automatic,Car(Sedan)
KIA Picanto 2018,"Rs: 5,975,000",km Find,"2026-02-05 | Kalubowila 59,000",white,Used,1000,Petrol,KIA,59000,Picanto,2018,1000,2018,Automatic,Car(Convertible)
Toyota Vitz 2011,"Rs: 5,750,000",km Find,"2026-02-05 | Kalubowila 149,000",black,Used,1000,Petrol,Toyota,149000,Vitz,2011,1000,2011,Automatic,Car(Convertible)
Suzuki Swift 2017,"Rs: 7,800,000",km Find,"2026-02-05 | Raddolugama 115,000",red,Used,1240,Hybrid,Suzuki,115000,Swift,2017,1240,2017,Automatic,Car(Liftback)
Suzuki Alto 2015,"Rs: 3,750,000",km Find,2026-02-05 | Hanwella 110,red,Used,800,Petrol,Suzuki,110,Alto,2015,800,2016,Manual,Car(Hatchback)
Nissan N 16 2003,"Rs: 4,200,000",km Find,"2026-02-05 | Badulla 173,000",silver,Used,1300,Petrol,Nissan,173000,N 16,2003,1300,2003,Manual,Car(Saloon)
Suzuki Wagon R 2024,"Rs: 7,800,000",,2026-02-05 | Polonnaruwa Find Out More,silver,Brand New,650,Hybrid,Suzuki,0,Wagon R,2024,650,Ref:,Automatic,Car(Hatchback)
Honda ARIA 2008,"Rs: 5,650,000",km Find,"2026-02-05 | Ella 1,234",silver,Used,1500,Petrol,Honda,1234,ARIA,2008,1500,2010,Automatic,Car(Saloon)
Nissan Sunny 2004,"Rs: 4,675,000",km Find,"2026-02-05 | Kalubowila 225,000",white,Used,1500,Petrol,Nissan,225000,Sunny,2004,1500,2004,Automatic,Car(Convertible)
Toyota Premio 2017,"Rs: 15,500,000",km Find,"2026-02-05 | Anuradhapura 90,000",red,Used,1500,Hybrid,Toyota,90000,Premio,2017,1500,2018,Automatic,Car(Hatchback)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Toyota Vitz 2017,"Rs: 7,500,000",km Find,"2026-02-05 | Boralesgamuwa 93,000",black,Used,1000,Petrol,Toyota,93000,Vitz,2017,1000,2017,Automatic,Car(Hatchback)
Suzuki Celerio 2016,"Rs: 4,900,000",km Find,"2026-02-05 | Ragama 78,000",red,Used,1000,Petrol,Suzuki,78000,Celerio,2016,1000,2016,Automatic,Car(Hatchback)
Toyota Roomy 2017,"Rs: 8,000,000",km Find,"2026-02-05 | Homagama 69,000",silver,Used,900,Petrol,Toyota,69000,Roomy,2017,900,2019,Automatic,Car(Hatchback)
Suzuki Estilo 2010,"Rs: 3,525,000",km Find,"2026-02-05 | Ragama 115,000",brown,Used,1000,Petrol,Suzuki,115000,Estilo,2010,1000,2010,Manual,Car(Hatchback)
Suzuki Estilo 2011,"Rs: 3,800,000",km Find,"2026-02-05 | Sainthamaruthu 89,000",brown,Used,800,Petrol,Suzuki,89000,Estilo,2011,800,2011,Automatic,Car(Hatchback)
Toyota Premio 2018,"Rs: 14,500,000",km Find,"2026-02-05 | Dankotuwa 76,000",white,Used,1490,Petrol,Toyota,76000,Premio,2018,1490,2019,Automatic,Car(Saloon)
Nissan FB 15 2001,"Rs: 3,850,000",km Find,"2026-02-05 | Sainthamaruthu 125,000",white,Used,1490,Petrol,Nissan,125000,FB 15,2001,1490,2004,Automatic,Car(Saloon)
Suzuki Estilo 2012,"Rs: 3,575,000",km Find,"2026-02-05 | Ragama 98,000",gold,Used,1000,Petrol,Suzuki,98000,Estilo,2012,1000,2012,Manual,Car(Hatchback)
Suzuki Wagon R 2017,"Rs: 6,675,000",km Find,"2026-02-05 | Malabe 64,000",white,Used,650,Hybrid,Suzuki,64000,Wagon R,2017,650,2017,Automatic,Car(Hatchback)
Toyota Sprinter 1999,"Rs: 3,650,000",km Find,"2026-02-05 | Dehiwala 302,000",silver,Used,2000,Diesel,Toyota,302000,Sprinter,1999,2000,1999,Manual,Car(Saloon)
Micro Emgrand 7 2015,"Rs: 4,750,000",km Find,"2026-02-05 | Mattakkuliya (Colombo 15) 103,000",maroon,Used,1800,Petrol,Micro,103000,Emgrand 7,2015,1800,2015,Automatic,Car(Saloon)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Honda Fit 2011,"Rs: 6,800,000",km Find,"2026-02-04 | Kalpitiya 139,000",green,Used,1330,Hybrid,Honda,139000,Fit,2011,1330,2013,Automatic,Car(Hatchback)
Toyota Axio 2018,"Rs: 12,500,000",km Find,"2026-02-04 | Nugegoda 125,000",red,Used,1500,Hybrid,Toyota,125000,Axio,2018,1500,2019,Automatic,Car(Saloon)
Toyota Axio 2014,"Rs: 9,000,000",km Find,"2026-02-04 | Ja-Ela 119,700",blue,Used,1500,Petrol,Toyota,119700,Axio,2014,1500,2017,Automatic,Car(Saloon)
Mitsubishi Lancer 1973,"Rs: 485,000",km Find,"2026-02-04 | Pilimatalawa 120,000",white,Used,1496,Petrol,Mitsubishi,120000,Lancer,1973,1496,1980,Manual,Car(Sedan)
Suzuki Wagon R 2014,"Rs: 5,550,000",km Find,"2026-02-04 | Wattala 100,000",white,Used,650,Petrol,Suzuki,100000,Wagon R,2014,650,2015,Automatic,Car(Sedan)
Mitsubishi Lancer 1973,"Rs: 620,000",km Find,"2026-02-04 | Pilimatalawa 150,000",blue,Used,1496,Petrol,Mitsubishi,150000,Lancer,1973,1496,1980,Manual,Car(Sedan)
Suzuki A Star 2010,"Rs: 3,975,000",km Find,"2026-02-04 | Polgolla 137,000",silver,Used,998,Petrol,Suzuki,137000,A Star,2010,998,2010,Manual,Car(Hatchback)
Toyota Corolla 1974,"Rs: 485,000",km Find,"2026-02-04 | Pilimatalawa 160,000",white,Used,1167,Petrol,Toyota,160000,Corolla,1974,1167,1980,Manual,Car(Sedan)
BMW M Series 2017,"Rs: 20,500,000",km Find,"2026-02-04 | Cinnamon Garden (Colombo 07) 65,000",white,Used,1500,Petrol,BMW,65000,M Series,2017,1500,2018,Automatic,Car(Saloon)
BMW 3 Series 2000,"Rs: 6,775,000",km Find,"2026-02-04 | Adampan 139,000",green,Used,2000,Diesel,BMW,139000,3 Series,2000,2000,2000,Manual,Car(Saloon)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Toyota Corolla 2000,"Rs: 5,450,000",km Find,"2026-02-04 | Athurugiriya 198,000",white,Used,1500,Petrol,Toyota,198000,Corolla,2000,1500,2004,Automatic,Car(Sedan)
Subaru XV 2014,"Rs: 8,300,000",km Find,"2026-02-04 | Gampaha 149,000",black,Used,1995,Hybrid,Subaru,149000,XV,2014,1995,2014,Automatic,Car(Hatchback)
Toyota Passo 2008,"Rs: 4,800,000",km Find,"2026-02-04 | Nugegoda 125,000",silver,Used,1000,Petrol,Toyota,125000,Passo,2008,1000,2011,Automatic,Car(Hatchback)
Toyota Axio 2014,"Rs: 9,800,000",km Find,"2026-02-04 | Karapitiya 128,000",white,Used,1500,Hybrid,Toyota,128000,Axio,2014,1500,2016,Automatic,Car(Sedan)
Suzuki Swift 2003,"Rs: 4,300,000",km Find,"2026-02-04 | Ampitiya 241,000",white,Used,1300,Petrol,Suzuki,241000,Swift,2003,1300,2007,Automatic,Car(Hatchback)
Nissan Sunny 1996,"Rs: 2,650,000",km Find,"2026-02-04 | Matugama 215,000",silver,Used,1970,Diesel,Nissan,215000,Sunny,1996,1970,1999,Automatic,Car(Saloon)
BMW F30 2017,"Rs: 19,500,000",km Find,"2026-02-03 | Cinnamon Garden (Colombo 07) 65,000",white,Used,1500,Petrol,BMW,65000,F30,2017,1500,2018,Automatic,Car(Sedan)
Honda Grace 2016,"Rs: 8,300,000",km Find,"2026-02-03 | Matara 121,000",black,Used,1490,Hybrid,Honda,121000,Grace,2016,1490,2017,Automatic,Car(Saloon)
Honda Grace 2016,"Rs: 9,000,000",km Find,"2026-02-03 | Kalutara 96,000",red,Used,1490,Hybrid,Honda,96000,Grace,2016,1490,2016,Automatic,Car(Saloon)
Toyota Vios 2005,"Rs: 4,975,000",km Find,"2026-02-03 | Ragama 158,000",silver,Used,1500,Petrol,Toyota,158000,Vios,2005,1500,2009,Automatic,Car(Sedan)
Toyota Premio 2018,"Rs: 16,300,000",km Find,"2026-02-03 | Anuradhapura 112,000",white,Used,1500,Petrol,Toyota,112000,Premio,2018,1500,2019,Automatic,Car(Hatchback)
Toyota Aqua 2013,"Rs: 7,100,000",km Find,"2026-02-03 | Anuradhapura 132,000",white,Used,1500,Hybrid,Toyota,132000,Aqua,2013,1500,2015,Automatic,Car(Saloon)
Mitsubishi Lancer 1992,"Rs: 3,180,000",km Find,"2026-02-03 | Battaramulla 250,000",blue,Used,1500,Petrol,Mitsubishi,250000,Lancer,1992,1500,1992,Manual,Car(Sedan)
Honda Civic 2017,"Rs: 12,500,000",km Find,"2026-02-19 | Telijjawila 82,285",silver,Used,1000,Petrol,Honda,82285,Civic,2017,1000,2018,Automatic,Car()
KIA Sephia 2002,"Rs: 2,600,000",km Find,"2026-02-10 | Mattegoda 162,481",gray,Used,1331,Petrol,KIA,162481,Sephia,2002,1331,2003,Automatic,Car(Sedan)
Toyota Belta 2007,"Rs: 5,500,000",km Find,"2026-02-06 | Homagama 166,600",silver,Used,1000,Petrol,Toyota,166600,Belta,2007,1000,2009,Automatic,Car(Saloon)
Toyota Yaris 2022,"Rs: 9,200,000",km Find,"2026-02-03 | Borella (Colombo 08) 22,000",white,Brand New,1000,Petrol,Toyota,22000,Yaris,2022,1000,Ref:,Automatic,Car(Hatchback)
Honda Civic 2004,"Rs: 5,400,000",km Find,"2026-02-03 | Wellawatta (Colombo 06) 150,000",other,Used,1500,Petrol,Honda,150000,Civic,2004,1500,2004,Automatic,Car()
Toyota Yaris 2007,"Rs: 6,700,700",km Find,"2026-02-03 | Athurugiriya 170,000",white,Used,1300,Petrol,Toyota,170000,Yaris,2007,1300,2007,Automatic,Car(Sedan)
Suzuki Wagon R 2025,"Rs: 7,575,000",,2026-02-03 | Nittambuwa Find Out More,white,Brand New,660,Petrol,Suzuki,0,Wagon R,2025,660,Ref:,Automatic,Car(Hatchback)
Datsun Redi Go 2016,"Rs: 3,350,000",km Find,"2026-02-03 | Padukka 47,200",green,Used,800,Petrol,Datsun,47200,Redi Go,2016,800,2016,Manual,Car(Hatchback)
Suzuki Celerio 2017,"Rs: 5,290,000",km Find,"2026-02-03 | Kadawatha 92,000",red,Used,1000,Petrol,Suzuki,92000,Celerio,2017,1000,2017,Automatic,Car(Hatchback)
Chery QQ 2007,"Rs: 1,790,000",km Find,"2026-02-03 | Padukka 65,900",green,Used,800,Petrol,Chery,65900,QQ,2007,800,2008,Manual,Car(Hatchback)
Toyota Aqua 2012,"Rs: 6,525,000",km Find,"2026-02-03 | Mount Lavinia 175,000",orange,Reconditioned,1490,Hybrid,Toyota,175000,Aqua,2012,1490,2015,Automatic,Car(Hatchback)
Suzuki Celerio 2015,"Rs: 4,595,000",km Find,"2026-02-03 | Adampan 161,000",gray,Used,1000,Petrol,Suzuki,161000,Celerio,2015,1000,2015,Manual,Car(Hatchback)
